Clinical_category,Episode_type,Episode_name,def_sub,spec_cd,Spec_desc,Spec_type
Musculoskeletal system diseases,OP Acute Medical,Joint ganglion cyst,PPI_AC_MED_X288,08,Family practice,PCP
Musculoskeletal system diseases,OP Acute Medical,Joint ganglion cyst,PPI_AC_MED_X288,11,Internal medicine,PCP
Musculoskeletal system diseases,OP Acute Medical,Joint ganglion cyst,PPI_AC_MED_X288,37,Pediatric medicine,PCP
Musculoskeletal system diseases,OP Acute Medical,Joint ganglion cyst,PPI_AC_MED_X288,38,Geriatric medicine,PCP
Musculoskeletal system diseases,OP Acute Medical,Joint ganglion cyst,PPI_AC_MED_X288,20,Orthopedic surgery,PROC
Musculoskeletal system diseases,OP Acute Medical,Joint ganglion cyst,PPI_AC_MED_X288,40,Hand surgery,PROC
Musculoskeletal system diseases,OP Acute Medical,Joint ganglion cyst,PPI_AC_MED_X288,48,Podiatry,PROC
Musculoskeletal system diseases,OP Acute Medical,Joint ganglion cyst,PPI_AC_MED_X288,07,Dermatology,SCP
Musculoskeletal system diseases,OP Acute Medical,Joint ganglion cyst,PPI_AC_MED_X288,66,Rheumatology,SCP
Musculoskeletal system diseases,OP Acute Medical,Joint other non-traumatic arthropathy,PPI_AC_MED_X547,50,Nurse practitioner,MPCP
Musculoskeletal system diseases,OP Acute Medical,Joint other non-traumatic arthropathy,PPI_AC_MED_X547,89,Certified clinical nurse specialist,MPCP
Musculoskeletal system diseases,OP Acute Medical,Joint other non-traumatic arthropathy,PPI_AC_MED_X547,97,Physician assistant,MPCP
Musculoskeletal system diseases,OP Acute Medical,Joint other non-traumatic arthropathy,PPI_AC_MED_X547,01,General practice,PCP
Musculoskeletal system diseases,OP Acute Medical,Joint other non-traumatic arthropathy,PPI_AC_MED_X547,08,Family practice,PCP
Musculoskeletal system diseases,OP Acute Medical,Joint other non-traumatic arthropathy,PPI_AC_MED_X547,11,Internal medicine,PCP
Musculoskeletal system diseases,OP Acute Medical,Joint other non-traumatic arthropathy,PPI_AC_MED_X547,37,Pediatric medicine,PCP
Musculoskeletal system diseases,OP Acute Medical,Joint other non-traumatic arthropathy,PPI_AC_MED_X547,38,Geriatric medicine,PCP
Musculoskeletal system diseases,OP Acute Medical,Joint other non-traumatic arthropathy,PPI_AC_MED_X547,20,Orthopedic surgery,PROC
Musculoskeletal system diseases,OP Acute Medical,Joint other non-traumatic arthropathy,PPI_AC_MED_X547,66,Rheumatology,SCP
Musculoskeletal system diseases,OP Acute Medical,Knee joint internal derangement,PPI_AC_MED_X256,50,Nurse practitioner,MPCP
Musculoskeletal system diseases,OP Acute Medical,Knee joint internal derangement,PPI_AC_MED_X256,89,Certified clinical nurse specialist,MPCP
Musculoskeletal system diseases,OP Acute Medical,Knee joint internal derangement,PPI_AC_MED_X256,97,Physician assistant,MPCP
Musculoskeletal system diseases,OP Acute Medical,Knee joint internal derangement,PPI_AC_MED_X256,01,General practice,PCP
Musculoskeletal system diseases,OP Acute Medical,Knee joint internal derangement,PPI_AC_MED_X256,08,Family practice,PCP
Musculoskeletal system diseases,OP Acute Medical,Knee joint internal derangement,PPI_AC_MED_X256,11,Internal medicine,PCP
Musculoskeletal system diseases,OP Acute Medical,Knee joint internal derangement,PPI_AC_MED_X256,37,Pediatric medicine,PCP
Musculoskeletal system diseases,OP Acute Medical,Knee joint internal derangement,PPI_AC_MED_X256,38,Geriatric medicine,PCP
Musculoskeletal system diseases,OP Acute Medical,Knee joint internal derangement,PPI_AC_MED_X256,20,Orthopedic surgery,PROC
Musculoskeletal system diseases,OP Acute Medical,Low back pain,PPI_AC_MED_X270,50,Nurse practitioner,MPCP
Musculoskeletal system diseases,OP Acute Medical,Low back pain,PPI_AC_MED_X270,89,Certified clinical nurse specialist,MPCP
Musculoskeletal system diseases,OP Acute Medical,Low back pain,PPI_AC_MED_X270,97,Physician assistant,MPCP
Musculoskeletal system diseases,OP Acute Medical,Low back pain,PPI_AC_MED_X270,01,General practice,PCP
Musculoskeletal system diseases,OP Acute Medical,Low back pain,PPI_AC_MED_X270,08,Family practice,PCP
Musculoskeletal system diseases,OP Acute Medical,Low back pain,PPI_AC_MED_X270,11,Internal medicine,PCP
Musculoskeletal system diseases,OP Acute Medical,Low back pain,PPI_AC_MED_X270,37,Pediatric medicine,PCP
Musculoskeletal system diseases,OP Acute Medical,Low back pain,PPI_AC_MED_X270,38,Geriatric medicine,PCP
Musculoskeletal system diseases,OP Acute Medical,Low back pain,PPI_AC_MED_X270,14,Neurosurgery,PROC
Musculoskeletal system diseases,OP Acute Medical,Low back pain,PPI_AC_MED_X270,20,Orthopedic surgery,PROC
Musculoskeletal system diseases,OP Acute Medical,Low back pain,PPI_AC_MED_X270,05,Anesthesiology,SCP
Musculoskeletal system diseases,OP Acute Medical,Low back pain,PPI_AC_MED_X270,09,Interventional pain management,SCP
Musculoskeletal system diseases,OP Acute Medical,Low back pain,PPI_AC_MED_X270,12,Osteopathic manipulative medicine,SCP
Musculoskeletal system diseases,OP Acute Medical,Low back pain,PPI_AC_MED_X270,13,Neurology,SCP
Musculoskeletal system diseases,OP Acute Medical,Low back pain,PPI_AC_MED_X270,25,Physical medicine and rehabilitation,SCP
Musculoskeletal system diseases,OP Acute Medical,Low back pain,PPI_AC_MED_X270,35,Chiropractic,SCP
Musculoskeletal system diseases,OP Acute Medical,Low back pain,PPI_AC_MED_X270,72,Pain management,SCP
Musculoskeletal system diseases,OP Acute Medical,Lower limb enthesopathy,PPI_AC_MED_X292,50,Nurse practitioner,MPCP
Musculoskeletal system diseases,OP Acute Medical,Lower limb enthesopathy,PPI_AC_MED_X292,89,Certified clinical nurse specialist,MPCP
Musculoskeletal system diseases,OP Acute Medical,Lower limb enthesopathy,PPI_AC_MED_X292,97,Physician assistant,MPCP
Musculoskeletal system diseases,OP Acute Medical,Lower limb enthesopathy,PPI_AC_MED_X292,01,General practice,PCP
Musculoskeletal system diseases,OP Acute Medical,Lower limb enthesopathy,PPI_AC_MED_X292,08,Family practice,PCP
Musculoskeletal system diseases,OP Acute Medical,Lower limb enthesopathy,PPI_AC_MED_X292,11,Internal medicine,PCP
Musculoskeletal system diseases,OP Acute Medical,Lower limb enthesopathy,PPI_AC_MED_X292,37,Pediatric medicine,PCP
Musculoskeletal system diseases,OP Acute Medical,Lower limb enthesopathy,PPI_AC_MED_X292,38,Geriatric medicine,PCP
Musculoskeletal system diseases,OP Acute Medical,Lower limb enthesopathy,PPI_AC_MED_X292,20,Orthopedic surgery,PROC
Musculoskeletal system diseases,OP Acute Medical,Lower limb enthesopathy,PPI_AC_MED_X292,48,Podiatry,PROC
Musculoskeletal system diseases,OP Acute Medical,Lyme disease,PPI_AC_MED_X505,50,Nurse practitioner,MPCP
Musculoskeletal system diseases,OP Acute Medical,Lyme disease,PPI_AC_MED_X505,89,Certified clinical nurse specialist,MPCP
Musculoskeletal system diseases,OP Acute Medical,Lyme disease,PPI_AC_MED_X505,97,Physician assistant,MPCP
Musculoskeletal system diseases,OP Acute Medical,Lyme disease,PPI_AC_MED_X505,01,General practice,PCP
Musculoskeletal system diseases,OP Acute Medical,Lyme disease,PPI_AC_MED_X505,08,Family practice,PCP
Musculoskeletal system diseases,OP Acute Medical,Lyme disease,PPI_AC_MED_X505,11,Internal medicine,PCP
Musculoskeletal system diseases,OP Acute Medical,Lyme disease,PPI_AC_MED_X505,37,Pediatric medicine,PCP
Musculoskeletal system diseases,OP Acute Medical,Lyme disease,PPI_AC_MED_X505,38,Geriatric medicine,PCP
Musculoskeletal system diseases,OP Acute Medical,Lyme disease,PPI_AC_MED_X505,44,Infectious disease,SCP
Musculoskeletal system diseases,OP Acute Medical,Lyme disease,PPI_AC_MED_X505,66,Rheumatology,SCP
Musculoskeletal system diseases,OP Acute Medical,Muscle weakness (generalized),PPI_AC_MED_X247,50,Nurse practitioner,MPCP
Musculoskeletal system diseases,OP Acute Medical,Muscle weakness (generalized),PPI_AC_MED_X247,89,Certified clinical nurse specialist,MPCP
Musculoskeletal system diseases,OP Acute Medical,Muscle weakness (generalized),PPI_AC_MED_X247,97,Physician assistant,MPCP
Musculoskeletal system diseases,OP Acute Medical,Muscle weakness (generalized),PPI_AC_MED_X247,01,General practice,PCP
Musculoskeletal system diseases,OP Acute Medical,Muscle weakness (generalized),PPI_AC_MED_X247,08,Family practice,PCP
Musculoskeletal system diseases,OP Acute Medical,Muscle weakness (generalized),PPI_AC_MED_X247,11,Internal medicine,PCP
Musculoskeletal system diseases,OP Acute Medical,Muscle weakness (generalized),PPI_AC_MED_X247,37,Pediatric medicine,PCP
Musculoskeletal system diseases,OP Acute Medical,Muscle weakness (generalized),PPI_AC_MED_X247,38,Geriatric medicine,PCP
Musculoskeletal system diseases,OP Acute Medical,Muscle weakness (generalized),PPI_AC_MED_X247,20,Orthopedic surgery,PROC
Musculoskeletal system diseases,OP Acute Medical,Muscle weakness (generalized),PPI_AC_MED_X247,13,Neurology,SCP
Musculoskeletal system diseases,OP Acute Medical,"Myalgia, fibromyalgia, and pain in limb",PPI_AC_MED_X246,50,Nurse practitioner,MPCP
Musculoskeletal system diseases,OP Acute Medical,"Myalgia, fibromyalgia, and pain in limb",PPI_AC_MED_X246,89,Certified clinical nurse specialist,MPCP
Musculoskeletal system diseases,OP Acute Medical,"Myalgia, fibromyalgia, and pain in limb",PPI_AC_MED_X246,97,Physician assistant,MPCP
Musculoskeletal system diseases,OP Acute Medical,"Myalgia, fibromyalgia, and pain in limb",PPI_AC_MED_X246,01,General practice,PCP
Musculoskeletal system diseases,OP Acute Medical,"Myalgia, fibromyalgia, and pain in limb",PPI_AC_MED_X246,08,Family practice,PCP
Musculoskeletal system diseases,OP Acute Medical,"Myalgia, fibromyalgia, and pain in limb",PPI_AC_MED_X246,11,Internal medicine,PCP
Musculoskeletal system diseases,OP Acute Medical,"Myalgia, fibromyalgia, and pain in limb",PPI_AC_MED_X246,37,Pediatric medicine,PCP
Musculoskeletal system diseases,OP Acute Medical,"Myalgia, fibromyalgia, and pain in limb",PPI_AC_MED_X246,38,Geriatric medicine,PCP
Musculoskeletal system diseases,OP Acute Medical,"Myalgia, fibromyalgia, and pain in limb",PPI_AC_MED_X246,14,Neurosurgery,PROC
Musculoskeletal system diseases,OP Acute Medical,"Myalgia, fibromyalgia, and pain in limb",PPI_AC_MED_X246,20,Orthopedic surgery,PROC
Musculoskeletal system diseases,OP Acute Medical,"Myalgia, fibromyalgia, and pain in limb",PPI_AC_MED_X246,48,Podiatry,PROC
Musculoskeletal system diseases,OP Acute Medical,"Myalgia, fibromyalgia, and pain in limb",PPI_AC_MED_X246,05,Anesthesiology,SCP
Musculoskeletal system diseases,OP Acute Medical,"Myalgia, fibromyalgia, and pain in limb",PPI_AC_MED_X246,09,Interventional pain management,SCP
Musculoskeletal system diseases,OP Acute Medical,"Myalgia, fibromyalgia, and pain in limb",PPI_AC_MED_X246,13,Neurology,SCP
Musculoskeletal system diseases,OP Acute Medical,"Myalgia, fibromyalgia, and pain in limb",PPI_AC_MED_X246,25,Physical medicine and rehabilitation,SCP
Musculoskeletal system diseases,OP Acute Medical,"Myalgia, fibromyalgia, and pain in limb",PPI_AC_MED_X246,66,Rheumatology,SCP
Musculoskeletal system diseases,OP Acute Medical,"Myalgia, fibromyalgia, and pain in limb",PPI_AC_MED_X246,72,Pain management,SCP
Musculoskeletal system diseases,OP Acute Medical,Shoulder tendon & rotator cuff injury,PPI_AC_MED_X545,50,Nurse practitioner,MPCP
Musculoskeletal system diseases,OP Acute Medical,Shoulder tendon & rotator cuff injury,PPI_AC_MED_X545,89,Certified clinical nurse specialist,MPCP
Musculoskeletal system diseases,OP Acute Medical,Shoulder tendon & rotator cuff injury,PPI_AC_MED_X545,97,Physician assistant,MPCP
Musculoskeletal system diseases,OP Acute Medical,Shoulder tendon & rotator cuff injury,PPI_AC_MED_X545,01,General practice,PCP
Musculoskeletal system diseases,OP Acute Medical,Shoulder tendon & rotator cuff injury,PPI_AC_MED_X545,08,Family practice,PCP
Musculoskeletal system diseases,OP Acute Medical,Shoulder tendon & rotator cuff injury,PPI_AC_MED_X545,11,Internal medicine,PCP
Musculoskeletal system diseases,OP Acute Medical,Shoulder tendon & rotator cuff injury,PPI_AC_MED_X545,37,Pediatric medicine,PCP
Musculoskeletal system diseases,OP Acute Medical,Shoulder tendon & rotator cuff injury,PPI_AC_MED_X545,38,Geriatric medicine,PCP
Musculoskeletal system diseases,OP Acute Medical,Shoulder tendon & rotator cuff injury,PPI_AC_MED_X545,20,Orthopedic surgery,PROC
Musculoskeletal system diseases,OP Acute Medical,Shoulder tendon & rotator cuff injury,PPI_AC_MED_X545,25,Physical medicine and rehabilitation,SCP
Musculoskeletal system diseases,OP Acute Medical,"Spine stenosis/spondylosis/spondylolisthesis, cerv",PPI_AC_MED_X275,50,Nurse practitioner,MPCP
Musculoskeletal system diseases,OP Acute Medical,"Spine stenosis/spondylosis/spondylolisthesis, cerv",PPI_AC_MED_X275,89,Certified clinical nurse specialist,MPCP
Musculoskeletal system diseases,OP Acute Medical,"Spine stenosis/spondylosis/spondylolisthesis, cerv",PPI_AC_MED_X275,97,Physician assistant,MPCP
Musculoskeletal system diseases,OP Acute Medical,"Spine stenosis/spondylosis/spondylolisthesis, cerv",PPI_AC_MED_X275,01,General practice,PCP
Musculoskeletal system diseases,OP Acute Medical,"Spine stenosis/spondylosis/spondylolisthesis, cerv",PPI_AC_MED_X275,08,Family practice,PCP
Musculoskeletal system diseases,OP Acute Medical,"Spine stenosis/spondylosis/spondylolisthesis, cerv",PPI_AC_MED_X275,11,Internal medicine,PCP
Musculoskeletal system diseases,OP Acute Medical,"Spine stenosis/spondylosis/spondylolisthesis, cerv",PPI_AC_MED_X275,37,Pediatric medicine,PCP
Musculoskeletal system diseases,OP Acute Medical,"Spine stenosis/spondylosis/spondylolisthesis, cerv",PPI_AC_MED_X275,38,Geriatric medicine,PCP
Musculoskeletal system diseases,OP Acute Medical,"Spine stenosis/spondylosis/spondylolisthesis, cerv",PPI_AC_MED_X275,14,Neurosurgery,PROC
Musculoskeletal system diseases,OP Acute Medical,"Spine stenosis/spondylosis/spondylolisthesis, cerv",PPI_AC_MED_X275,20,Orthopedic surgery,PROC
Musculoskeletal system diseases,OP Acute Medical,"Spine stenosis/spondylosis/spondylolisthesis, cerv",PPI_AC_MED_X275,05,Anesthesiology,SCP
Musculoskeletal system diseases,OP Acute Medical,"Spine stenosis/spondylosis/spondylolisthesis, cerv",PPI_AC_MED_X275,09,Interventional pain management,SCP
Musculoskeletal system diseases,OP Acute Medical,"Spine stenosis/spondylosis/spondylolisthesis, cerv",PPI_AC_MED_X275,12,Osteopathic manipulative medicine,SCP
Musculoskeletal system diseases,OP Acute Medical,"Spine stenosis/spondylosis/spondylolisthesis, cerv",PPI_AC_MED_X275,13,Neurology,SCP
Musculoskeletal system diseases,OP Acute Medical,"Spine stenosis/spondylosis/spondylolisthesis, cerv",PPI_AC_MED_X275,25,Physical medicine and rehabilitation,SCP
Musculoskeletal system diseases,OP Acute Medical,"Spine stenosis/spondylosis/spondylolisthesis, cerv",PPI_AC_MED_X275,72,Pain management,SCP
Musculoskeletal system diseases,OP Acute Medical,"Spine stenosis/spondylosis/spondylolisthesis, thor",PPI_AC_MED_X276,50,Nurse practitioner,MPCP
Musculoskeletal system diseases,OP Acute Medical,"Spine stenosis/spondylosis/spondylolisthesis, thor",PPI_AC_MED_X276,89,Certified clinical nurse specialist,MPCP
Musculoskeletal system diseases,OP Acute Medical,"Spine stenosis/spondylosis/spondylolisthesis, thor",PPI_AC_MED_X276,97,Physician assistant,MPCP
Musculoskeletal system diseases,OP Acute Medical,"Spine stenosis/spondylosis/spondylolisthesis, thor",PPI_AC_MED_X276,01,General practice,PCP
Musculoskeletal system diseases,OP Acute Medical,"Spine stenosis/spondylosis/spondylolisthesis, thor",PPI_AC_MED_X276,08,Family practice,PCP
Musculoskeletal system diseases,OP Acute Medical,"Spine stenosis/spondylosis/spondylolisthesis, thor",PPI_AC_MED_X276,11,Internal medicine,PCP
Musculoskeletal system diseases,OP Acute Medical,"Spine stenosis/spondylosis/spondylolisthesis, thor",PPI_AC_MED_X276,37,Pediatric medicine,PCP
Musculoskeletal system diseases,OP Acute Medical,"Spine stenosis/spondylosis/spondylolisthesis, thor",PPI_AC_MED_X276,38,Geriatric medicine,PCP
Musculoskeletal system diseases,OP Acute Medical,"Spine stenosis/spondylosis/spondylolisthesis, thor",PPI_AC_MED_X276,14,Neurosurgery,PROC
Musculoskeletal system diseases,OP Acute Medical,"Spine stenosis/spondylosis/spondylolisthesis, thor",PPI_AC_MED_X276,20,Orthopedic surgery,PROC
Musculoskeletal system diseases,OP Acute Medical,"Spine stenosis/spondylosis/spondylolisthesis, thor",PPI_AC_MED_X276,05,Anesthesiology,SCP
Musculoskeletal system diseases,OP Acute Medical,"Spine stenosis/spondylosis/spondylolisthesis, thor",PPI_AC_MED_X276,09,Interventional pain management,SCP
Musculoskeletal system diseases,OP Acute Medical,"Spine stenosis/spondylosis/spondylolisthesis, thor",PPI_AC_MED_X276,12,Osteopathic manipulative medicine,SCP
Musculoskeletal system diseases,OP Acute Medical,"Spine stenosis/spondylosis/spondylolisthesis, thor",PPI_AC_MED_X276,13,Neurology,SCP
Musculoskeletal system diseases,OP Acute Medical,"Spine stenosis/spondylosis/spondylolisthesis, thor",PPI_AC_MED_X276,25,Physical medicine and rehabilitation,SCP
Musculoskeletal system diseases,OP Acute Medical,"Spine stenosis/spondylosis/spondylolisthesis, thor",PPI_AC_MED_X276,72,Pain management,SCP
Musculoskeletal system diseases,OP Acute Medical,Traumatic arthropathy,PPI_AC_MED_X550,50,Nurse practitioner,MPCP
Musculoskeletal system diseases,OP Acute Medical,Traumatic arthropathy,PPI_AC_MED_X550,89,Certified clinical nurse specialist,MPCP
Musculoskeletal system diseases,OP Acute Medical,Traumatic arthropathy,PPI_AC_MED_X550,97,Physician assistant,MPCP
Musculoskeletal system diseases,OP Acute Medical,Traumatic arthropathy,PPI_AC_MED_X550,01,General practice,PCP
Musculoskeletal system diseases,OP Acute Medical,Traumatic arthropathy,PPI_AC_MED_X550,08,Family practice,PCP
Musculoskeletal system diseases,OP Acute Medical,Traumatic arthropathy,PPI_AC_MED_X550,11,Internal medicine,PCP
Musculoskeletal system diseases,OP Acute Medical,Traumatic arthropathy,PPI_AC_MED_X550,37,Pediatric medicine,PCP
Musculoskeletal system diseases,OP Acute Medical,Traumatic arthropathy,PPI_AC_MED_X550,38,Geriatric medicine,PCP
Musculoskeletal system diseases,OP Acute Medical,Traumatic arthropathy,PPI_AC_MED_X550,20,Orthopedic surgery,PROC
Musculoskeletal system diseases,OP Acute Medical,Upper ext enthesopathy,PPI_AC_MED_X293,50,Nurse practitioner,MPCP
Musculoskeletal system diseases,OP Acute Medical,Upper ext enthesopathy,PPI_AC_MED_X293,89,Certified clinical nurse specialist,MPCP
Musculoskeletal system diseases,OP Acute Medical,Upper ext enthesopathy,PPI_AC_MED_X293,97,Physician assistant,MPCP
Musculoskeletal system diseases,OP Acute Medical,Upper ext enthesopathy,PPI_AC_MED_X293,01,General practice,PCP
Musculoskeletal system diseases,OP Acute Medical,Upper ext enthesopathy,PPI_AC_MED_X293,08,Family practice,PCP
Musculoskeletal system diseases,OP Acute Medical,Upper ext enthesopathy,PPI_AC_MED_X293,11,Internal medicine,PCP
Musculoskeletal system diseases,OP Acute Medical,Upper ext enthesopathy,PPI_AC_MED_X293,37,Pediatric medicine,PCP
Musculoskeletal system diseases,OP Acute Medical,Upper ext enthesopathy,PPI_AC_MED_X293,38,Geriatric medicine,PCP
Musculoskeletal system diseases,OP Acute Medical,Upper ext enthesopathy,PPI_AC_MED_X293,20,Orthopedic surgery,PROC
Musculoskeletal system diseases,OP Acute Medical,Upper ext enthesopathy,PPI_AC_MED_X293,40,Hand surgery,PROC
