HCPCS/CPT Code	Short Description	In CY2019 Included List?	In CY2020 Included List?	Footnote
43774	Lap rmvl gastr adj all parts	yes	yes	
43775	Lap sleeve gastrectomy	yes	yes	
43800	Reconstruction of pylorus	yes	yes	
43810	Fusion of stomach and bowel	yes	yes	
43820	Fusion of stomach and bowel	yes	yes	
43825	Fusion of stomach and bowel	yes	yes	
43830	Place gastrostomy tube	yes	yes	
43831	Place gastrostomy tube	yes	yes	
43832	Place gastrostomy tube	yes	yes	
43840	Repair of stomach lesion	yes	yes	
43842	V-band gastroplasty	yes	yes	
43843	Gastroplasty w/o v-band	yes	yes	
43845	Gastroplasty duodenal switch	yes	yes	
43846	Gastric bypass for obesity	yes	yes	
43847	Gastric bypass incl small i	yes	yes	
43848	Revision gastroplasty	yes	yes	
43850	Revise stomach-bowel fusion	yes	yes	
43855	Revise stomach-bowel fusion	yes	yes	
43860	Revise stomach-bowel fusion	yes	yes	
43865	Revise stomach-bowel fusion	yes	yes	
43870	Repair stomach opening	yes	yes	
43880	Repair stomach-bowel fistula	yes	yes	
43881	Impl/redo electrd antrum	yes	yes	
43882	Revise/remove electrd antrum	yes	yes	
43886	Revise gastric port open	yes	yes	
43887	Remove gastric port open	yes	yes	
43888	Change gastric port open	yes	yes	
43999	Stomach surgery procedure	yes	yes	
44005	Freeing of bowel adhesion	yes	yes	
44010	Incision of small bowel	yes	yes	
44020	Explore small intestine	yes	yes	
44021	Decompress small bowel	yes	yes	
44025	Incision of large bowel	yes	yes	
44050	Reduce bowel obstruction	yes	yes	
44055	Correct malrotation of bowel	yes	yes	
44110	Excise intestine lesion(s)	yes	yes	
44111	Excision of bowel lesion(s)	yes	yes	
44120	Removal of small intestine	yes	yes	
44125	Removal of small intestine	yes	yes	
44126	Enterectomy w/o taper cong	yes	yes	
44127	Enterectomy w/taper cong	yes	yes	
44130	Bowel to bowel fusion	yes	yes	
44133	Enterectomy live donor	yes	yes	
44135	Intestine transplnt cadaver	yes	yes	
44136	Intestine transplant live	yes	yes	
44137	Remove intestinal allograft	yes	yes	
44140	Partial removal of colon	yes	yes	
44141	Partial removal of colon	yes	yes	
44143	Partial removal of colon	yes	yes	
44144	Partial removal of colon	yes	yes	
44145	Partial removal of colon	yes	yes	
44146	Partial removal of colon	yes	yes	
44147	Partial removal of colon	yes	yes	
44150	Removal of colon	yes	yes	
44151	Removal of colon/ileostomy	yes	yes	
44155	Removal of colon/ileostomy	yes	yes	
44156	Removal of colon/ileostomy	yes	yes	
44157	Colectomy w/ileoanal anast	yes	yes	
44158	Colectomy w/neo-rectum pouch	yes	yes	
44160	Removal of colon	yes	yes	
44180	Lap enterolysis	yes	yes	
44186	Lap jejunostomy	yes	yes	
44187	Lap ileo/jejuno-stomy	yes	yes	
44188	Lap colostomy	yes	yes	
44202	Lap enterectomy	yes	yes	
44204	Laparo partial colectomy	yes	yes	
44205	Lap colectomy part w/ileum	yes	yes	
44206	Lap part colectomy w/stoma	yes	yes	
44207	L colectomy/coloproctostomy	yes	yes	
44208	L colectomy/coloproctostomy	yes	yes	
44210	Laparo total proctocolectomy	yes	yes	
44211	Lap colectomy w/proctectomy	yes	yes	
44212	Laparo total proctocolectomy	yes	yes	
44227	Lap close enterostomy	yes	yes	
44238	Laparoscope proc intestine	yes	yes	
44300	Open bowel to skin	yes	yes	
44310	Ileostomy/jejunostomy	yes	yes	
44312	Revision of ileostomy	yes	yes	
44314	Revision of ileostomy	yes	yes	
44316	Devise bowel pouch	yes	yes	
44320	Colostomy	yes	yes	
44322	Colostomy with biopsies	yes	yes	
44340	Revision of colostomy	yes	yes	
44345	Revision of colostomy	yes	yes	
44346	Revision of colostomy	yes	yes	
44360	Small bowel endoscopy	yes	yes	
44361	Small bowel endoscopy/biopsy	yes	yes	
44363	Small bowel endoscopy	yes	yes	
44364	Small bowel endoscopy	yes	yes	
44365	Small bowel endoscopy	yes	yes	
44366	Small bowel endoscopy	yes	yes	
44369	Small bowel endoscopy	yes	yes	
44370	Small bowel endoscopy/stent	yes	yes	
44372	Small bowel endoscopy	yes	yes	
44373	Small bowel endoscopy	yes	yes	
44376	Small bowel endoscopy	yes	yes	
44377	Small bowel endoscopy/biopsy	yes	yes	
44378	Small bowel endoscopy	yes	yes	
44379	S bowel endoscope w/stent	yes	yes	
44380	Small bowel endoscopy br/wa	yes	yes	
44381	Small bowel endoscopy br/wa	yes	yes	
44382	Small bowel endoscopy	yes	yes	
44384	Small bowel endoscopy	yes	yes	
44385	Endoscopy of bowel pouch	yes	yes	
44386	Endoscopy bowel pouch/biop	yes	yes	
44388	Colonoscopy thru stoma spx	yes	yes	
44389	Colonoscopy with biopsy	yes	yes	
44390	Colonoscopy for foreign body	yes	yes	
44391	Colonoscopy for bleeding	yes	yes	
44392	Colonoscopy & polypectomy	yes	yes	
44394	Colonoscopy w/snare	yes	yes	
44401	Colonoscopy with ablation	yes	yes	
44402	Colonoscopy w/stent plcmt	yes	yes	
44403	Colonoscopy w/resection	yes	yes	
44404	Colonoscopy w/injection	yes	yes	
44405	Colonoscopy w/dilation	yes	yes	
44406	Colonoscopy w/ultrasound	yes	yes	
44407	Colonoscopy w/ndl aspir/bx	yes	yes	
44408	Colonoscopy w/decompression	yes	yes	
44500	Intro gastrointestinal tube	yes	yes	
44602	Suture small intestine	yes	yes	
44603	Suture small intestine	yes	yes	
44604	Suture large intestine	yes	yes	
44605	Repair of bowel lesion	yes	yes	
44615	Intestinal stricturoplasty	yes	yes	
44620	Repair bowel opening	yes	yes	
44625	Repair bowel opening	yes	yes	
44626	Repair bowel opening	yes	yes	
44640	Repair bowel-skin fistula	yes	yes	
44650	Repair bowel fistula	yes	yes	
44660	Repair bowel-bladder fistula	yes	yes	
44661	Repair bowel-bladder fistula	yes	yes	
44680	Surgical revision intestine	yes	yes	
44700	Suspend bowel w/prosthesis	yes	yes	
44799	Unlisted px small intestine	yes	yes	
44800	Excision of bowel pouch	yes	yes	
44820	Excision of mesentery lesion	yes	yes	
44850	Repair of mesentery	yes	yes	
44899	Bowel surgery procedure	yes	yes	
44900	Drain appendix abscess open	yes	yes	
44950	Appendectomy	yes	yes	
44960	Appendectomy	yes	yes	
44970	Laparoscopy appendectomy	yes	yes	
44979	Laparoscope proc app	yes	yes	
45000	Drainage of pelvic abscess	yes	yes	
45005	Drainage of rectal abscess	yes	yes	
45020	Drainage of rectal abscess	yes	yes	
45108	Removal of anorectal lesion	yes	yes	
45110	Removal of rectum	yes	yes	
45111	Partial removal of rectum	yes	yes	
45112	Removal of rectum	yes	yes	
45113	Partial proctectomy	yes	yes	
45114	Partial removal of rectum	yes	yes	
45116	Partial removal of rectum	yes	yes	
45119	Remove rectum w/reservoir	yes	yes	
45120	Removal of rectum	yes	yes	
45121	Removal of rectum and colon	yes	yes	
45123	Partial proctectomy	yes	yes	
45126	Pelvic exenteration	yes	yes	
45130	Excision of rectal prolapse	yes	yes	
45135	Excision of rectal prolapse	yes	yes	
45136	Excise ileoanal reservior	yes	yes	
45150	Excision of rectal stricture	yes	yes	
45160	Excision of rectal lesion	yes	yes	
45171	Exc rect tum transanal part	yes	yes	
45172	Exc rect tum transanal full	yes	yes	
45190	Destruction rectal tumor	yes	yes	
45300	Proctosigmoidoscopy dx	yes	yes	
45303	Proctosigmoidoscopy dilate	yes	yes	
45305	Proctosigmoidoscopy w/bx	yes	yes	
45307	Proctosigmoidoscopy fb	yes	yes	
45308	Proctosigmoidoscopy removal	yes	yes	
45309	Proctosigmoidoscopy removal	yes	yes	
45315	Proctosigmoidoscopy removal	yes	yes	
45317	Proctosigmoidoscopy bleed	yes	yes	
45320	Proctosigmoidoscopy ablate	yes	yes	
45321	Proctosigmoidoscopy volvul	yes	yes	
45327	Proctosigmoidoscopy w/stent	yes	yes	
45330	Diagnostic sigmoidoscopy	yes	yes	
45331	Sigmoidoscopy and biopsy	yes	yes	
45332	Sigmoidoscopy w/fb removal	yes	yes	
45333	Sigmoidoscopy & polypectomy	yes	yes	
45334	Sigmoidoscopy for bleeding	yes	yes	
45335	Sigmoidoscopy w/submuc inj	yes	yes	
45337	Sigmoidoscopy & decompress	yes	yes	
45338	Sigmoidoscopy w/tumr remove	yes	yes	
45340	Sig w/tndsc balloon dilation	yes	yes	
45341	Sigmoidoscopy w/ultrasound	yes	yes	
45342	Sigmoidoscopy w/us guide bx	yes	yes	
45346	Sigmoidoscopy w/ablation	yes	yes	
45347	Sigmoidoscopy w/plcmt stent	yes	yes	
45349	Sigmoidoscopy w/resection	yes	yes	
45350	Sgmdsc w/band ligation	yes	yes	
45378	Diagnostic colonoscopy	yes	yes	
45379	Colonoscopy w/fb removal	yes	yes	
45380	Colonoscopy and biopsy	yes	yes	
45381	Colonoscopy submucous njx	yes	yes	
45382	Colonoscopy w/control bleed	yes	yes	
45384	Colonoscopy w/lesion removal	yes	yes	
45385	Colonoscopy w/lesion removal	yes	yes	
45386	Colonoscopy w/balloon dilat	yes	yes	
45388	Colonoscopy w/ablation	yes	yes	
45389	Colonoscopy w/stent plcmt	yes	yes	
45390	Colonoscopy w/resection	yes	yes	
45391	Colonoscopy w/endoscope us	yes	yes	
45392	Colonoscopy w/endoscopic fnb	yes	yes	
45393	Colonoscopy w/decompression	yes	yes	
45395	Lap removal of rectum	yes	yes	
45397	Lap remove rectum w/pouch	yes	yes	
45398	Colonoscopy w/band ligation	yes	yes	
45399	Unlisted procedure colon	yes	yes	
45400	Laparoscopic proc	yes	yes	
45402	Lap proctopexy w/sig resect	yes	yes	
45499	Laparoscope proc rectum	yes	yes	
45500	Repair of rectum	yes	yes	
45505	Repair of rectum	yes	yes	
45520	Treatment of rectal prolapse	yes	yes	
45540	Correct rectal prolapse	yes	yes	
45541	Correct rectal prolapse	yes	yes	
45550	Repair rectum/remove sigmoid	yes	yes	
45560	Repair of rectocele	yes	yes	
45562	Exploration/repair of rectum	yes	yes	
45563	Exploration/repair of rectum	yes	yes	
45800	Repair rect/bladder fistula	yes	yes	
45805	Repair fistula w/colostomy	yes	yes	
45820	Repair rectourethral fistula	yes	yes	
45825	Repair fistula w/colostomy	yes	yes	
45900	Reduction of rectal prolapse	yes	yes	
45905	Dilation of anal sphincter	yes	yes	
45910	Dilation of rectal narrowing	yes	yes	
45915	Remove rectal obstruction	yes	yes	
45990	Surg dx exam anorectal	yes	yes	
45999	Rectum surgery procedure	yes	yes	
46020	Placement of seton	yes	yes	
46030	Removal of rectal marker	yes	yes	
46040	Incision of rectal abscess	yes	yes	
46045	Incision of rectal abscess	yes	yes	
46050	Incision of anal abscess	yes	yes	
46060	Incision of rectal abscess	yes	yes	
46070	Incision of anal septum	yes	yes	
46080	Incision of anal sphincter	yes	yes	
46083	Incise external hemorrhoid	yes	yes	
46200	Removal of anal fissure	yes	yes	
46220	Excise anal ext tag/papilla	yes	yes	
46221	Ligation of hemorrhoid(s)	yes	yes	
46230	Removal of anal tags	yes	yes	
46250	Remove ext hem groups 2+	yes	yes	
46255	Remove int/ext hem 1 group	yes	yes	
46257	Remove in/ex hem grp & fiss	yes	yes	
46258	Remove in/ex hem grp w/fistu	yes	yes	
46260	Remove in/ex hem groups 2+	yes	yes	
46261	Remove in/ex hem grps & fiss	yes	yes	
46262	Remove in/ex hem grps w/fist	yes	yes	
46270	Remove anal fist subq	yes	yes	
46275	Remove anal fist inter	yes	yes	
46280	Remove anal fist complex	yes	yes	
46285	Remove anal fist 2 stage	yes	yes	
46288	Repair anal fistula	yes	yes	
46320	Removal of hemorrhoid clot	yes	yes	
46500	Injection into hemorrhoid(s)	yes	yes	
46505	Chemodenervation anal musc	yes	yes	
46600	Diagnostic anoscopy spx	yes	yes	
46601	Diagnostic anoscopy	yes	yes	
46604	Anoscopy and dilation	yes	yes	
46606	Anoscopy and biopsy	yes	yes	
46607	Diagnostic anoscopy & biopsy	yes	yes	
46608	Anoscopy remove for body	yes	yes	
46610	Anoscopy remove lesion	yes	yes	
46611	Anoscopy	yes	yes	
46612	Anoscopy remove lesions	yes	yes	
46614	Anoscopy control bleeding	yes	yes	
46615	Anoscopy	yes	yes	
46700	Repair of anal stricture	yes	yes	
46705	Repair of anal stricture	yes	yes	
46706	Repr of anal fistula w/glue	yes	yes	
46707	Repair anorectal fist w/plug	yes	yes	
46710	Repr per/vag pouch sngl proc	yes	yes	
46712	Repr per/vag pouch dbl proc	yes	yes	
46715	Rep perf anoper fistu	yes	yes	
46716	Rep perf anoper/vestib fistu	yes	yes	
46730	Construction of absent anus	yes	yes	
46735	Construction of absent anus	yes	yes	
46740	Construction of absent anus	yes	yes	
46742	Repair of imperforated anus	yes	yes	
46744	Repair of cloacal anomaly	yes	yes	
46746	Repair of cloacal anomaly	yes	yes	
46748	Repair of cloacal anomaly	yes	yes	
46750	Repair of anal sphincter	yes	yes	
46751	Repair of anal sphincter	yes	yes	
46753	Reconstruction of anus	yes	yes	
46754	Removal of suture from anus	yes	yes	
46760	Repair of anal sphincter	yes	yes	
46761	Repair of anal sphincter	yes	yes	
46900	Destruction anal lesion(s)	yes	yes	
46910	Destruction anal lesion(s)	yes	yes	
46916	Cryosurgery anal lesion(s)	yes	yes	
46917	Laser surgery anal lesions	yes	yes	
46922	Excision of anal lesion(s)	yes	yes	
46924	Destruction anal lesion(s)	yes	yes	
46930	Destroy internal hemorrhoids	yes	yes	
46940	Treatment of anal fissure	yes	yes	
46942	Treatment of anal fissure	yes	yes	
46945	Int hrhc lig 1 hroid w/o img	yes	yes	
46946	Int hrhc lig 2+hroid w/o img	yes	yes	
46947	Hemorrhoidopexy by stapling	yes	yes	
46948	Int hrhc tranal dartlzj 2+	N/A	yes	
46999	Anus surgery procedure	yes	yes	
47010	Open drainage liver lesion	yes	yes	
47015	Inject/aspirate liver cyst	yes	yes	
47120	Partial removal of liver	yes	yes	
47122	Extensive removal of liver	yes	yes	
47125	Partial removal of liver	yes	yes	
47130	Partial removal of liver	yes	yes	
47135	Transplantation of liver	yes	yes	
47140	Partial removal donor liver	yes	yes	
47141	Partial removal donor liver	yes	yes	
47142	Partial removal donor liver	yes	yes	
47143	Prep donor liver whole	yes	yes	
47300	Surgery for liver lesion	yes	yes	
47350	Repair liver wound	yes	yes	
47360	Repair liver wound	yes	yes	
47361	Repair liver wound	yes	yes	
47362	Repair liver wound	yes	yes	
47370	Laparo ablate liver tumor rf	yes	yes	
47371	Laparo ablate liver cryosurg	yes	yes	
47379	Laparoscope procedure liver	yes	yes	
47380	Open ablate liver tumor rf	yes	yes	
47381	Open ablate liver tumor cryo	yes	yes	
47382	Percut ablate liver rf	yes	yes	
47383	Perq abltj lvr cryoablation	yes	yes	
47399	Liver surgery procedure	yes	yes	
47400	Incision of liver duct	yes	yes	
47420	Incision of bile duct	yes	yes	
47425	Incision of bile duct	yes	yes	
47460	Incise bile duct sphincter	yes	yes	
47480	Incision of gallbladder	yes	yes	
47490	Incision of gallbladder	yes	yes	
47533	Plmt biliary drainage cath	yes	yes	
47534	Plmt biliary drainage cath	yes	yes	
47535	Conversion ext bil drg cath	yes	yes	
47536	Exchange biliary drg cath	yes	yes	
47537	Removal biliary drg cath	yes	yes	
47538	Perq plmt bile duct stent	yes	yes	
47539	Perq plmt bile duct stent	yes	yes	
47540	Perq plmt bile duct stent	yes	yes	
47552	Biliary endo perq dx w/speci	yes	yes	
47553	Biliary endoscopy thru skin	yes	yes	
47554	Biliary endoscopy thru skin	yes	yes	
47555	Biliary endoscopy thru skin	yes	yes	
47556	Biliary endoscopy thru skin	yes	yes	
47562	Laparoscopic cholecystectomy	yes	yes	
47563	Laparo cholecystectomy/graph	yes	yes	
47564	Laparo cholecystectomy/explr	yes	yes	
47570	Laparo cholecystoenterostomy	yes	yes	
47579	Laparoscope proc biliary	yes	yes	
47600	Removal of gallbladder	yes	yes	
47605	Removal of gallbladder	yes	yes	
47610	Removal of gallbladder	yes	yes	
47612	Removal of gallbladder	yes	yes	
47620	Removal of gallbladder	yes	yes	
47700	Exploration of bile ducts	yes	yes	
47701	Bile duct revision	yes	yes	
47711	Excision of bile duct tumor	yes	yes	
47712	Excision of bile duct tumor	yes	yes	
47715	Excision of bile duct cyst	yes	yes	
47720	Fuse gallbladder & bowel	yes	yes	
47721	Fuse upper gi structures	yes	yes	
47740	Fuse gallbladder & bowel	yes	yes	
47741	Fuse gallbladder & bowel	yes	yes	
47760	Fuse bile ducts and bowel	yes	yes	
47765	Fuse liver ducts & bowel	yes	yes	
47780	Fuse bile ducts and bowel	yes	yes	
47785	Fuse bile ducts and bowel	yes	yes	
47800	Reconstruction of bile ducts	yes	yes	
47801	Placement bile duct support	yes	yes	
47802	Fuse liver duct & intestine	yes	yes	
47900	Suture bile duct injury	yes	yes	
47999	Bile tract surgery procedure	yes	yes	
48000	Drainage of abdomen	yes	yes	
48001	Placement of drain pancreas	yes	yes	
48020	Removal of pancreatic stone	yes	yes	
48105	Resect/debride pancreas	yes	yes	
48120	Removal of pancreas lesion	yes	yes	
48140	Partial removal of pancreas	yes	yes	
48145	Partial removal of pancreas	yes	yes	
48146	Pancreatectomy	yes	yes	
48148	Removal of pancreatic duct	yes	yes	
48150	Partial removal of pancreas	yes	yes	
48152	Pancreatectomy	yes	yes	
48153	Pancreatectomy	yes	yes	
48154	Pancreatectomy	yes	yes	
48155	Removal of pancreas	yes	yes	
48160	Pancreas removal/transplant	yes	yes	
48500	Surgery of pancreatic cyst	yes	yes	
48510	Drain pancreatic pseudocyst	yes	yes	
48520	Fuse pancreas cyst and bowel	yes	yes	
48540	Fuse pancreas cyst and bowel	yes	yes	
48545	Pancreatorrhaphy	yes	yes	
48547	Duodenal exclusion	yes	yes	
48548	Fuse pancreas and bowel	yes	yes	
48554	Transpl allograft pancreas	yes	yes	
48556	Removal allograft pancreas	yes	yes	
48999	Pancreas surgery procedure	yes	yes	
49000	Exploration of abdomen	yes	yes	
49002	Reopening of abdomen	yes	yes	
49010	Exploration behind abdomen	yes	yes	
49013	Prpertl pel pack hemrrg trma	N/A	yes	
49014	Reexploration pelvic wound	N/A	yes	
49020	Drainage abdom abscess open	yes	yes	
49040	Drain open abdom abscess	yes	yes	
49060	Drain open retroperi abscess	yes	yes	
49062	Drain to peritoneal cavity	yes	yes	
49082	Abd paracentesis	yes	yes	
49083	Abd paracentesis w/imaging	yes	yes	
49084	Peritoneal lavage	yes	yes	
49185	Sclerotx fluid collection	yes	yes	
49203	Exc abd tum 5 cm or less	yes	yes	
49204	Exc abd tum over 5 cm	yes	yes	
49205	Exc abd tum over 10 cm	yes	yes	
49215	Excise sacral spine tumor	yes	yes	
49220	Multiple surgery abdomen	yes	yes	
49250	Excision of umbilicus	yes	yes	
49255	Removal of omentum	yes	yes	
49320	Diag laparo separate proc	yes	yes	
49321	Laparoscopy biopsy	yes	yes	
49322	Laparoscopy aspiration	yes	yes	
49323	Laparo drain lymphocele	yes	yes	
49324	Lap insert tunnel ip cath	yes	yes	
49325	Lap revision perm ip cath	yes	yes	
49329	Laparo proc abdm/per/oment	yes	yes	
49402	Remove foreign body adbomen	yes	yes	
49405	Image cath fluid colxn visc	yes	yes	
49406	Image cath fluid peri/retro	yes	yes	
49407	Image cath fluid trns/vgnl	yes	yes	
49418	Insert tun ip cath perc	yes	yes	
49419	Insert tun ip cath w/port	yes	yes	
49421	Ins tun ip cath for dial opn	yes	yes	
49422	Remove tunneled ip cath	yes	yes	
49423	Exchange drainage catheter	yes	yes	
49425	Insert abdomen-venous drain	yes	yes	
49426	Revise abdomen-venous shunt	yes	yes	
49428	Ligation of shunt	yes	yes	
49429	Removal of shunt	yes	yes	
49436	Embedded ip cath exit-site	yes	yes	
49440	Place gastrostomy tube perc	yes	yes	
49441	Place duod/jej tube perc	yes	yes	
49442	Place cecostomy tube perc	yes	yes	
49446	Change g-tube to g-j perc	yes	yes	
49450	Replace g/c tube perc	yes	yes	
49451	Replace duod/jej tube perc	yes	yes	
49452	Replace g-j tube perc	yes	yes	
49460	Fix g/colon tube w/device	yes	yes	
49491	Rpr hern preemie reduc	yes	yes	
49492	Rpr ing hern premie blocked	yes	yes	
49495	Rpr ing hernia baby reduc	yes	yes	
49496	Rpr ing hernia baby blocked	yes	yes	
49500	Rpr ing hernia init reduce	yes	yes	
49501	Rpr ing hernia init blocked	yes	yes	
49505	Prp i/hern init reduc >5 yr	yes	yes	
49507	Prp i/hern init block >5 yr	yes	yes	
49520	Rerepair ing hernia reduce	yes	yes	
49521	Rerepair ing hernia blocked	yes	yes	
49525	Repair ing hernia sliding	yes	yes	
49540	Repair lumbar hernia	yes	yes	
49550	Rpr rem hernia init reduce	yes	yes	
49553	Rpr fem hernia init blocked	yes	yes	
49555	Rerepair fem hernia reduce	yes	yes	
49557	Rerepair fem hernia blocked	yes	yes	
49560	Rpr ventral hern init reduc	yes	yes	
49561	Rpr ventral hern init block	yes	yes	
49565	Rerepair ventrl hern reduce	yes	yes	
49566	Rerepair ventrl hern block	yes	yes	
49570	Rpr epigastric hern reduce	yes	yes	
49572	Rpr epigastric hern blocked	yes	yes	
49580	Rpr umbil hern reduc < 5 yr	yes	yes	
49582	Rpr umbil hern block < 5 yr	yes	yes	
49585	Rpr umbil hern reduc > 5 yr	yes	yes	
49587	Rpr umbil hern block > 5 yr	yes	yes	
49590	Repair spigelian hernia	yes	yes	
49600	Repair umbilical lesion	yes	yes	
49605	Repair umbilical lesion	yes	yes	
49606	Repair umbilical lesion	yes	yes	
49610	Repair umbilical lesion	yes	yes	
49611	Repair umbilical lesion	yes	yes	
49650	Lap ing hernia repair init	yes	yes	
49651	Lap ing hernia repair recur	yes	yes	
